TOKEN	NE-COARSE-LIT	NE-COARSE-METO	NE-FINE-LIT	NE-FINE-METO	NE-FINE-COMP	NE-NESTED	NEL-LIT	NEL-METO	MISC
# hipe2022:original_source = data/preparation/corpus/en/retokenized/sophoclesplaysa05campgoog_0105.xmi
# hipe2022:license = CC-BY
# hipe2022:language = en
# hipe2022:document_type = commentary
# hipe2022:document_id = sophoclesplaysa05campgoog_0105
# hipe2022:date = 1896-01-01
# hipe2022:dataset = ajmc
# hipe2022:applicable_columns = TOKEN NE-COARSE-LIT NE-FINE-LIT NE-NESTED NEL-LIT MISC
# ajmc:version = v0.2
# ajmc:title = Sophocles: The Plays and Fragments
# ajmc:publication_place = London
# ajmc:publication_date = 1896
# ajmc:page = 105
# ajmc:author = Jebb, Richard Claverhouse
τῆς	O	_	_	_	_	_	_	_	_
Δίκης	O	_	_	_	_	_	_	_	_
ἐν	O	_	_	_	_	_	_	_	_
ἕρκεσιν	O	_	_	_	_	_	_	_	NoSpaceAfter
.	O	_	_	_	_	_	_	_	EndOfSentence
Here	O	_	_	_	_	_	_	_	_
it	O	_	_	_	_	_	_	_	_
is	O	_	_	_	_	_	_	_	_
the	O	_	_	_	_	_	_	_	_
epithet	O	_	_	_	_	_	_	_	_
κακά	O	_	_	_	_	_	_	_	_
which	O	_	_	_	_	_	_	_	_
marks	O	_	_	_	_	_	_	_	_
the	O	_	_	_	_	_	_	_	_
figurative	O	_	_	_	_	_	_	_	_
sense	O	_	_	_	_	_	_	_	_
of	O	_	_	_	_	_	_	_	_
ἕρκη	O	_	_	_	_	_	_	_	NoSpaceAfter
;	O	_	_	_	_	_	_	_	_
as	O	_	_	_	_	_	_	_	_
dirges	O	_	_	_	_	_	_	_	_
are	O	_	_	_	_	_	_	_	_
ὕμνοι	O	_	_	_	_	_	_	_	_
ἄλυροι	O	_	_	_	_	_	_	_	_
(	O	_	_	_	_	_	_	_	_
 Eur.	B-primary-full	_	_	_	_	_	_	_	InPrimaryReference|Partial-1:5
4le	I-primary-full	_	_	_	_	_	_	_	InPrimaryReference|NoSpaceAfter
.	I-primary-full	_	_	_	_	_	_	_	InPrimaryReference
447)	I-primary-full	_	_	_	_	_	_	_	InPrimaryReference|NoSpaceAfter|Partial-0:3
,	O	_	_	_	_	_	_	_	_
and	O	_	_	_	_	_	_	_	_
the	O	_	_	_	_	_	_	_	_
eagle	O	_	_	_	_	_	_	_	_
of	O	_	_	_	_	_	_	_	_
Zeus	O	_	_	_	_	_	_	_	_
is	O	_	_	_	_	_	_	_	_
πτηνὸς	O	_	_	_	_	_	_	_	_
κύων	O	_	_	_	_	_	_	_	_
(	O	_	_	_	_	_	_	_	NoSpaceAfter
Aesch.	B-primary-full	_	_	_	_	_	_	_	InPrimaryReference
